-0.3840000000  0.2976814190  0.3045006382
-0.3800000000  0.3020782987  0.3085624919
-0.3760000000  0.3065588887  0.3126576753
-0.3720000000  0.3111248283  0.3167916492
-0.3680000000  0.3157777733  0.3209701724
-0.3640000000  0.3205193953  0.3251992688
-0.3600000000  0.3253513795  0.3294851940
-0.3560000000  0.3302754233  0.3338344007
-0.3520000000  0.3352932341  0.3382535026
-0.3480000000  0.3404065271  0.3427492387
-0.3440000000  0.3456170232  0.3473284363
-0.3400000000  0.3509264458  0.3519979736
-0.3360000000  0.3563365185  0.3567647427
-0.3320000000  0.3618489613  0.3616356114
-0.3280000000  0.3674654876  0.3666173863
-0.3240000000  0.3731878000  0.3717167755
-0.3200000000  0.3790175864  0.3769403513
-0.3160000000  0.3849565153  0.3822945140
-0.3120000000  0.3910062311  0.3877854565
-0.3080000000  0.3971683485  0.3934191284
-0.3040000000  0.4034444473  0.3992012028
-0.3000000000  0.4098360656  0.4051370424
-0.2960000000  0.4163446934  0.4112316679
-0.2920000000  0.4229717658  0.4174897270
-0.2880000000  0.4297186546  0.4239154651
-0.2840000000  0.4365866607  0.4305126970
-0.2800000000  0.4435770050  0.4372847805
-0.2760000000  0.4506908189  0.4442345916
-0.2720000000  0.4579291346  0.4513645009
-0.2680000000  0.4652928739  0.4586763525
-0.2640000000  0.4727828376  0.4661714442
-0.2600000000  0.4803996925  0.4738505093
-0.2560000000  0.4881439595  0.4817137014
-0.2520000000  0.4960159995  0.4897605800
-0.2480000000  0.5040159995  0.4979900988
-0.2440000000  0.5121439575  0.5064005958
-0.2400000000  0.5203996669  0.5149897856
-0.2360000000  0.5287826999  0.5237547536
-0.2320000000  0.5372923902  0.5326919525
-0.2280000000  0.5459278152  0.5417972006
-0.2240000000  0.5546877773  0.5510656826
-0.2200000000  0.5635707845  0.5604919522
-0.2160000000  0.5725750302  0.5700699371
-0.2120000000  0.5816983731  0.5797929452
-0.2080000000  0.5909383155  0.5896536739
-0.2040000000  0.6002919820  0.5996442212
-0.2000000000  0.6097560976  0.6097560976
-0.1960000000  0.6193269650  0.6199802415
-0.1920000000  0.6290004428  0.6303070358
-0.1880000000  0.6387719227  0.6407263255
-0.1840000000  0.6486363070  0.6512274387
-0.1800000000  0.6585879874  0.6617992078
-0.1760000000  0.6686208225  0.6724299928
-0.1720000000  0.6787281178  0.6831077068
-0.1680000000  0.6889026057  0.6938198419
-0.1640000000  0.6991364267  0.7045534970
-0.1600000000  0.7094211124  0.7152954069
-0.1560000000  0.7197475701  0.7260319727
-0.1520000000  0.7301060698  0.7367492931
-0.1480000000  0.7404862329  0.7474331964
-0.1440000000  0.7508770244  0.7580692746
-0.1400000000  0.7612667479  0.7686429169
-0.1360000000  0.7716430441  0.7791393446
-0.1320000000  0.7819928932  0.7895436472
-0.1280000000  0.7923026216  0.7998408176
-0.1240000000  0.8025579126  0.8100157894
-0.1200000000  0.8127438231  0.8200534728
-0.1160000000  0.8228448049  0.8299387924
-0.1120000000  0.8328447311  0.8396567237
-0.1080000000  0.8427269295  0.8491923305
-0.1040000000  0.8524742212  0.8585308017
-0.1000000000  0.8620689655  0.8676574883
-0.0960000000  0.8714931117  0.8765579398
-0.0920000000  0.8807282566  0.8852179401
-0.0880000000  0.8897557087  0.8936235434
-0.0840000000  0.8985565587  0.9017611087
-0.0800000000  0.9071117562  0.9096173346
-0.0760000000  0.9154021911  0.9171792924
-0.0720000000  0.9234087820  0.9244344585
-0.0680000000  0.9311125678  0.9313707466
-0.0640000000  0.9384948045  0.9379765375
-0.0600000000  0.9455370651  0.9442407090
-0.0560000000  0.9522213419  0.9501526640
-0.0520000000  0.9585301515  0.9557023569
-0.0480000000  0.9644466391  0.9608803196
-0.0440000000  0.9699546837  0.9656776853
-0.0400000000  0.9750390016  0.9700862108
-0.0360000000  0.9796852467  0.9740982978
-0.0320000000  0.9838801083  0.9777070122
-0.0280000000  0.9876114026  0.9809061012
-0.0240000000  0.9908681590  0.9836900099
-0.0200000000  0.9936406995  0.9860538952
-0.0160000000  0.9959207088  0.9879936376
-0.0120000000  0.9977012962  0.9895058527
-0.0080000000  0.9989770475  0.9905878989
-0.0040000000  0.9997440655  0.9912378847
 0.0000000000  1.0000000000  0.9914546730
 0.0040000000  0.9997440655  0.9912378847
 0.0080000000  0.9989770475  0.9905878989
 0.0120000000  0.9977012962  0.9895058527
 0.0160000000  0.9959207088  0.9879936376
 0.0200000000  0.9936406995  0.9860538952
 0.0240000000  0.9908681590  0.9836900099
 0.0280000000  0.9876114026  0.9809061012
 0.0320000000  0.9838801083  0.9777070122
 0.0360000000  0.9796852467  0.9740982978
 0.0400000000  0.9750390016  0.9700862108
 0.0440000000  0.9699546837  0.9656776853
 0.0480000000  0.9644466391  0.9608803196
 0.0520000000  0.9585301515  0.9557023569
 0.0560000000  0.9522213419  0.9501526640
 0.0600000000  0.9455370651  0.9442407090
 0.0640000000  0.9384948045  0.9379765375
 0.0680000000  0.9311125678  0.9313707466
 0.0720000000  0.9234087820  0.9244344585
 0.0760000000  0.9154021911  0.9171792924
 0.0800000000  0.9071117562  0.9096173346
 0.0840000000  0.8985565587  0.9017611087
 0.0880000000  0.8897557087  0.8936235434
 0.0920000000  0.8807282566  0.8852179401
 0.0960000000  0.8714931117  0.8765579398
 0.1000000000  0.8620689655  0.8676574883
 0.1040000000  0.8524742212  0.8585308017
 0.1080000000  0.8427269295  0.8491923305
 0.1120000000  0.8328447311  0.8396567237
 0.1160000000  0.8228448049  0.8299387924
 0.1200000000  0.8127438231  0.8200534728
 0.1240000000  0.8025579126  0.8100157894
 0.1280000000  0.7923026216  0.7998408176
 0.1320000000  0.7819928932  0.7895436472
 0.1360000000  0.7716430441  0.7791393446
 0.1400000000  0.7612667479  0.7686429169
 0.1440000000  0.7508770244  0.7580692746
 0.1480000000  0.7404862329  0.7474331964
 0.1520000000  0.7301060698  0.7367492931
 0.1560000000  0.7197475701  0.7260319727
 0.1600000000  0.7094211124  0.7152954069
 0.1640000000  0.6991364267  0.7045534970
 0.1680000000  0.6889026057  0.6938198419
 0.1720000000  0.6787281178  0.6831077068
 0.1760000000  0.6686208225  0.6724299928
 0.1800000000  0.6585879874  0.6617992078
 0.1840000000  0.6486363070  0.6512274387
 0.1880000000  0.6387719227  0.6407263255
 0.1920000000  0.6290004428  0.6303070358
 0.1960000000  0.6193269650  0.6199802415
 0.2000000000  0.6097560976  0.6097560976
 0.2040000000  0.6002919820  0.5996442212
 0.2080000000  0.5909383155  0.5896536739
 0.2120000000  0.5816983731  0.5797929452
 0.2160000000  0.5725750302  0.5700699371
 0.2200000000  0.5635707845  0.5604919522
 0.2240000000  0.5546877773  0.5510656826
 0.2280000000  0.5459278152  0.5417972006
 0.2320000000  0.5372923902  0.5326919525
 0.2360000000  0.5287826999  0.5237547536
 0.2400000000  0.5203996669  0.5149897856
 0.2440000000  0.5121439575  0.5064005958
 0.2480000000  0.5040159995  0.4979900988
 0.2520000000  0.4960159995  0.4897605800
 0.2560000000  0.4881439595  0.4817137014
 0.2600000000  0.4803996925  0.4738505093
 0.2640000000  0.4727828376  0.4661714442
 0.2680000000  0.4652928739  0.4586763525
 0.2720000000  0.4579291346  0.4513645009
 0.2760000000  0.4506908189  0.4442345916
 0.2800000000  0.4435770050  0.4372847805
 0.2840000000  0.4365866607  0.4305126970
 0.2880000000  0.4297186546  0.4239154651
 0.2920000000  0.4229717658  0.4174897270
 0.2960000000  0.4163446934  0.4112316679
 0.3000000000  0.4098360656  0.4051370424
 0.3040000000  0.4034444473  0.3992012028
 0.3080000000  0.3971683485  0.3934191284
 0.3120000000  0.3910062311  0.3877854565
 0.3160000000  0.3849565153  0.3822945140
 0.3200000000  0.3790175864  0.3769403513
 0.3240000000  0.3731878000  0.3717167755
 0.3280000000  0.3674654876  0.3666173863
 0.3320000000  0.3618489613  0.3616356114
 0.3360000000  0.3563365185  0.3567647427
 0.3400000000  0.3509264458  0.3519979736
 0.3440000000  0.3456170232  0.3473284363
 0.3480000000  0.3404065271  0.3427492387
 0.3520000000  0.3352932341  0.3382535026
 0.3560000000  0.3302754233  0.3338344007
 0.3600000000  0.3253513795  0.3294851940
 0.3640000000  0.3205193953  0.3251992688
 0.3680000000  0.3157777733  0.3209701724
 0.3720000000  0.3111248283  0.3167916492
 0.3760000000  0.3065588887  0.3126576753
 0.3800000000  0.3020782987  0.3085624919
 0.3840000000  0.2976814190  0.3045006382
 0.3880000000  0.2933666285  0.3004669822
 0.3920000000  0.2891323255  0.2964567505
 0.3960000000  0.2849769283  0.2924655563
 0.4000000000  0.2808988764  0.2884894258
 0.4040000000  0.2768966312  0.2845248219
 0.4080000000  0.2729686763  0.2805686670
 0.4120000000  0.2691135185  0.2766183625
 0.4160000000  0.2653296881  0.2726718063
 0.4200000000  0.2616157388  0.2687274083
 0.4240000000  0.2579702488  0.2647841019
 0.4280000000  0.2543918204  0.2608413547
 0.4320000000  0.2508790803  0.2568991744
 0.4360000000  0.2474306798  0.2529581131
 0.4400000000  0.2440452948  0.2490192676
 0.4440000000  0.2407216257  0.2450842776
 0.4480000000  0.2374583973  0.2411553197
 0.4520000000  0.2342543590  0.2372350982
 0.4560000000  0.2311082844  0.2333268338
 0.4600000000  0.2280189712  0.2294342470
 0.4640000000  0.2249852410  0.2255615397
 0.4680000000  0.2220059391  0.2217133726
 0.4720000000  0.2190799344  0.2178948397
 0.4760000000  0.2162061188  0.2141114385
 0.4800000000  0.2133834073  0.2103690383
 0.4840000000  0.2106107374  0.2066738434
 0.4880000000  0.2078870691  0.2030323549
 0.4920000000  0.2052113841  0.1994513281
 0.4960000000  0.2025826861  0.1959377269
 0.5000000000  0.2000000000  0.1924986763
 0.5040000000  0.1974623716  0.1891414108
 0.5080000000  0.1949688674  0.1858732207
 0.5120000000  0.1925185742  0.1827013965
 0.5160000000  0.1901105987  0.1796331700
 0.5200000000  0.1877440673  0.1766756542
 0.5240000000  0.1854181253  0.1738357808
 0.5280000000  0.1831319370  0.1711202365
 0.5320000000  0.1808846853  0.1685353976
 0.5360000000  0.1786755709  0.1660872644
 0.5400000000  0.1765038125  0.1637813940
 0.5440000000  0.1743686460  0.1616228336
 0.5480000000  0.1722693245  0.1596160529
 0.5520000000  0.1702051176  0.1577648778
 0.5560000000  0.1681753113  0.1560724246
 0.5600000000  0.1661792077  0.1545410351
 0.5640000000  0.1642161242  0.1531722136
 0.5680000000  0.1622853938  0.1519665663
 0.5720000000  0.1603863643  0.1509237425
 0.5760000000  0.1585183983  0.1500423801
 0.5800000000  0.1566808724  0.1493200529
 0.5840000000  0.1548731775  0.1487532239
 0.5880000000  0.1530947179  0.1483372018
 0.5920000000  0.1513449114  0.1480661030
 0.5960000000  0.1496231890  0.1479328197
 0.6000000000  0.1479289941  0.1479289941
 0.6040000000  0.1462617828  0.1480449985
 0.6080000000  0.1446210235  0.1482699242
 0.6120000000  0.1430061962  0.1485915774
 0.6160000000  0.1414167926  0.1489964837
 0.6200000000  0.1398523160  0.1494699018
 0.6240000000  0.1383122804  0.1499958470
 0.6280000000  0.1367962109  0.1505571243
 0.6320000000  0.1353036430  0.1511353726
 0.6360000000  0.1338341228  0.1517111202
 0.6400000000  0.1323872061  0.1522638514
 0.6440000000  0.1309624588  0.1527720860
 0.6480000000  0.1295594564  0.1532134707
 0.6520000000  0.1281777836  0.1535648842
 0.6560000000  0.1268170345  0.1538025548
 0.6600000000  0.1254768119  0.1539021928
 0.6640000000  0.1241567275  0.1538391359
 0.6680000000  0.1228564015  0.1535885093
 0.6720000000  0.1215754624  0.1531254000
 0.6760000000  0.1203135467  0.1524250457
 0.6800000000  0.1190702991  0.1514630382
 0.6840000000  0.1178453718  0.1502155409
 0.6880000000  0.1166384246  0.1486595209
 0.6920000000  0.1154491248  0.1467729955
 0.6960000000  0.1142771468  0.1445352911
 0.7000000000  0.1131221719  0.1419273172
 0.7040000000  0.1119838887  0.1389318515
 0.7080000000  0.1108619919  0.1355338378
 0.7120000000  0.1097561832  0.1317206945
 0.7160000000  0.1086661706  0.1274826342
 0.7200000000  0.1075916681  0.1228129906
 0.7240000000  0.1065323961  0.1177085549
 0.7280000000  0.1054880807  0.1121699169
 0.7320000000  0.1044584539  0.1062018109
 0.7360000000  0.1034432535  0.0998134646
 0.7400000000  0.1024422226  0.0930189475
 0.7440000000  0.1014551098  0.0858375177
 0.7480000000  0.1004816689  0.0782939641
 0.7520000000  0.0995216591  0.0704189405
 0.7560000000  0.0985748443  0.0622492894
 0.7600000000  0.0976409936  0.0538283512
 0.7640000000  0.0967198807  0.0452062557
 0.7680000000  0.0958112840  0.0364401909
 0.7720000000  0.0949149865  0.0275946453
 0.7760000000  0.0940307759  0.0187416190
 0.7800000000  0.0931584439  0.0099607975
 0.7840000000  0.0922977866  0.0013396833
 0.7880000000  0.0914486044 -0.0070263211
 0.7920000000  0.0906107016 -0.0150338853
 0.7960000000  0.0897838866 -0.0225717850
 0.8000000000  0.0889679715 -0.0295210058
 0.8040000000  0.0881627725 -0.0357549249
 0.8080000000  0.0873681091 -0.0411395784
 0.8120000000  0.0865838048 -0.0455340245
 0.8160000000  0.0858096865 -0.0487908121
 0.8200000000  0.0850455844 -0.0507565643
 0.8240000000  0.0842913324 -0.0512726889
 0.8280000000  0.0835467675 -0.0501762279
 0.8320000000  0.0828117299 -0.0473008566
 0.8360000000  0.0820860630 -0.0424780479
 0.8400000000  0.0813696133 -0.0355384145
 0.8440000000  0.0806622305 -0.0263132435
 0.8480000000  0.0799637668 -0.0146362402
 0.8520000000  0.0792740778 -0.0003454970
 0.8560000000  0.0785930214  0.0167142953
 0.8600000000  0.0779204588  0.0366893746
 0.8640000000  0.0772562534  0.0597141543
 0.8680000000  0.0766002716  0.0859081686
 0.8720000000  0.0759523821  0.1153726955
 0.8760000000  0.0753124563  0.1481870336
 0.8800000000  0.0746803680  0.1844044104
 0.8840000000  0.0740559934  0.2240474947
 0.8880000000  0.0734392111  0.2671034893
 0.8920000000  0.0728299020  0.3135187745
 0.8960000000  0.0722279491  0.3631930730
 0.9000000000  0.0716332378  0.4159731078
 0.9040000000  0.0710456556  0.4716457186
 0.9080000000  0.0704650922  0.5299304051
 0.9120000000  0.0698914390  0.5904712606
 0.9160000000  0.0693245899  0.6528282603
 0.9200000000  0.0687644405  0.7164678654
 0.9240000000  0.0682108884  0.7807529024
 0.9280000000  0.0676638331  0.8449316765
 0.9320000000  0.0671231759  0.9081262737
 0.9360000000  0.0665888199  0.9693200074
 0.9400000000  0.0660606701  1.0273439604
 0.9440000000  0.0655386332  1.0808625726
 0.9480000000  0.0650226175  1.1283582222
 0.9520000000  0.0645125330  1.1681147468
 0.9560000000  0.0640082914  1.1981998452
 0.9600000000  0.0635098059  1.2164463047
 0.9640000000  0.0630169914  1.2204319882
 0.9680000000  0.0625297642  1.2074585196
 0.9720000000  0.0620480421  1.1745286001
 0.9760000000  0.0615717444  1.1183218857
 0.9800000000  0.0611007919  1.0351693527
 0.9840000000  0.0606351067  0.9210260785
 0.9880000000  0.0601746123  0.7714423560
 0.9920000000  0.0597192336  0.5815330639
 0.9960000000  0.0592688968  0.3459452054
 1.0000000000  0.0588235294  0.0588235294
