-0.1320000000  0.7819928932  0.7817361171
-0.1280000000  0.7923026216  0.7920690640
-0.1240000000  0.8025579126  0.8023509217
-0.1200000000  0.8127438231  0.8125661064
-0.1160000000  0.8228448049  0.8226983833
-0.1120000000  0.8328447311  0.8327309097
-0.1080000000  0.8427269295  0.8426462852
-0.1040000000  0.8524742212  0.8524266071
-0.1000000000  0.8620689655  0.8620535334
-0.0960000000  0.8714931117  0.8715083501
-0.0920000000  0.8807282566  0.8807720453
-0.0880000000  0.8897557087  0.8898253871
-0.0840000000  0.8985565587  0.8986490073
-0.0800000000  0.9071117562  0.9072234875
-0.0760000000  0.9154021911  0.9155294500
-0.0720000000  0.9234087820  0.9235476506
-0.0680000000  0.9311125678  0.9312590733
-0.0640000000  0.9384948045  0.9386450274
-0.0600000000  0.9455370651  0.9456872434
-0.0560000000  0.9522213419  0.9523679705
-0.0520000000  0.9585301515  0.9586700719
-0.0480000000  0.9644466391  0.9645771191
-0.0440000000  0.9699546837  0.9700734832
-0.0400000000  0.9750390016  0.9751444234
-0.0360000000  0.9796852467  0.9797761713
-0.0320000000  0.9838801083  0.9839560101
-0.0280000000  0.9876114026  0.9876723496
-0.0240000000  0.9908681590  0.9909147939
-0.0200000000  0.9936406995  0.9936742033
-0.0160000000  0.9959207088  0.9959427488
-0.0120000000  0.9977012962  0.9977139595
-0.0080000000  0.9989770475  0.9989827610
-0.0040000000  0.9997440655  0.9997455068
 0.0000000000  1.0000000000  1.0000000000
 0.0040000000  0.9997440655  0.9997455068
 0.0080000000  0.9989770475  0.9989827610
 0.0120000000  0.9977012962  0.9977139595
 0.0160000000  0.9959207088  0.9959427488
 0.0200000000  0.9936406995  0.9936742033
 0.0240000000  0.9908681590  0.9909147939
 0.0280000000  0.9876114026  0.9876723496
 0.0320000000  0.9838801083  0.9839560101
 0.0360000000  0.9796852467  0.9797761713
 0.0400000000  0.9750390016  0.9751444234
 0.0440000000  0.9699546837  0.9700734832
 0.0480000000  0.9644466391  0.9645771191
 0.0520000000  0.9585301515  0.9586700719
 0.0560000000  0.9522213419  0.9523679705
 0.0600000000  0.9455370651  0.9456872434
 0.0640000000  0.9384948045  0.9386450274
 0.0680000000  0.9311125678  0.9312590733
 0.0720000000  0.9234087820  0.9235476506
 0.0760000000  0.9154021911  0.9155294500
 0.0800000000  0.9071117562  0.9072234875
 0.0840000000  0.8985565587  0.8986490073
 0.0880000000  0.8897557087  0.8898253871
 0.0920000000  0.8807282566  0.8807720453
 0.0960000000  0.8714931117  0.8715083501
 0.1000000000  0.8620689655  0.8620535334
 0.1040000000  0.8524742212  0.8524266071
 0.1080000000  0.8427269295  0.8426462852
 0.1120000000  0.8328447311  0.8327309097
 0.1160000000  0.8228448049  0.8226983833
 0.1200000000  0.8127438231  0.8125661064
 0.1240000000  0.8025579126  0.8023509217
 0.1280000000  0.7923026216  0.7920690640
 0.1320000000  0.7819928932  0.7817361171
 0.1360000000  0.7716430441  0.7713669774
 0.1400000000  0.7612667479  0.7609758238
 0.1440000000  0.7508770244  0.7505760948
 0.1480000000  0.7404862329  0.7401804717
 0.1520000000  0.7301060698  0.7298008682
 0.1560000000  0.7197475701  0.7194484267
 0.1600000000  0.7094211124  0.7091335203
 0.1640000000  0.6991364267  0.6988657597
 0.1680000000  0.6889026057  0.6886540066
 0.1720000000  0.6787281178  0.6785063909
 0.1760000000  0.6686208225  0.6684303327
 0.1800000000  0.6585879874  0.6584325680
 0.1840000000  0.6486363070  0.6485191783
 0.1880000000  0.6387719227  0.6386956220
 0.1920000000  0.6290004428  0.6289667696
 0.1960000000  0.6193269650  0.6193369395
 0.2000000000  0.6097560976  0.6098099354
 0.2040000000  0.6002919820  0.6003890852
 0.2080000000  0.5909383155  0.5910772792
 0.2120000000  0.5816983731  0.5818770084
 0.2160000000  0.5725750302  0.5727904026
 0.2200000000  0.5635707845  0.5638192667
 0.2240000000  0.5546877773  0.5549651161
 0.2280000000  0.5459278152  0.5462292099
 0.2320000000  0.5372923902  0.5376125823
 0.2360000000  0.5287826999  0.5291160714
 0.2400000000  0.5203996669  0.5207403454
 0.2440000000  0.5121439575  0.5124859263
 0.2480000000  0.5040159995  0.5043532104
 0.2520000000  0.4960159995  0.4963424863
 0.2560000000  0.4881439595  0.4884539494
 0.2600000000  0.4803996925  0.4806877144
 0.2640000000  0.4727828376  0.4730438240
 0.2680000000  0.4652928739  0.4655222554
 0.2720000000  0.4579291346  0.4581229246
 0.2760000000  0.4506908189  0.4508456878
 0.2800000000  0.4435770050  0.4436903410
 0.2840000000  0.4365866607  0.4366566177
 0.2880000000  0.4297186546  0.4297441854
 0.2920000000  0.4229717658  0.4229526403
 0.2960000000  0.4163446934  0.4162815012
 0.3000000000  0.4098360656  0.4097302034
 0.3040000000  0.4034444473  0.4032980912
 0.3080000000  0.3971683485  0.3969844113
 0.3120000000  0.3910062311  0.3907883062
 0.3160000000  0.3849565153  0.3847088082
 0.3200000000  0.3790175864  0.3787448340
 0.3240000000  0.3731878000  0.3728951804
 0.3280000000  0.3674654876  0.3671585220
 0.3320000000  0.3618489613  0.3615334093
 0.3360000000  0.3563365185  0.3560182690
 0.3400000000  0.3509264458  0.3506114063
 0.3440000000  0.3456170232  0.3453110076
 0.3480000000  0.3404065271  0.3401151470
 0.3520000000  0.3352932341  0.3350217928
 0.3560000000  0.3302754233  0.3300288167
 0.3600000000  0.3253513795  0.3251340044
 0.3640000000  0.3205193953  0.3203350673
 0.3680000000  0.3157777733  0.3156296564
 0.3720000000  0.3111248283  0.3110153765
 0.3760000000  0.3065588887  0.3064898016
 0.3800000000  0.3020782987  0.3020504914
 0.3840000000  0.2976814190  0.2976950076
 0.3880000000  0.2933666285  0.2934209305
 0.3920000000  0.2891323255  0.2892258759
 0.3960000000  0.2849769283  0.2851075109
 0.4000000000  0.2808988764  0.2810635697
 0.4040000000  0.2768966312  0.2770918679
 0.4080000000  0.2729686763  0.2731903159
 0.4120000000  0.2691135185  0.2693569302
 0.4160000000  0.2653296881  0.2655898442
 0.4200000000  0.2616157388  0.2618873157
 0.4240000000  0.2579702488  0.2582477337
 0.4280000000  0.2543918204  0.2546696219
 0.4320000000  0.2508790803  0.2511516404
 0.4360000000  0.2474306798  0.2476925858
 0.4400000000  0.2440452948  0.2442913877
 0.4440000000  0.2407216257  0.2409471040
 0.4480000000  0.2374583973  0.2376589134
 0.4520000000  0.2342543590  0.2344261067
 0.4560000000  0.2311082844  0.2312480751
 0.4600000000  0.2280189712  0.2281242978
 0.4640000000  0.2249852410  0.2250543280
 0.4680000000  0.2220059391  0.2220377772
 0.4720000000  0.2190799344  0.2190742997
 0.4760000000  0.2162061188  0.2161635755
 0.4800000000  0.2133834073  0.2133052937
 0.4840000000  0.2106107374  0.2104991359
 0.4880000000  0.2078870691  0.2077447604
 0.4920000000  0.2052113841  0.2050417862
 0.4960000000  0.2025826861  0.2023897797
 0.5000000000  0.2000000000  0.1997882416
 0.5040000000  0.1974623716  0.1972365963
 0.5080000000  0.1949688674  0.1947341826
 0.5120000000  0.1925185742  0.1922802479
 0.5160000000  0.1901105987  0.1898739428
 0.5200000000  0.1877440673  0.1875143203
 0.5240000000  0.1854181253  0.1852003361
 0.5280000000  0.1831319370  0.1829308519
 0.5320000000  0.1808846853  0.1807046417
 0.5360000000  0.1786755709  0.1785203997
 0.5400000000  0.1765038125  0.1763767511
 0.5440000000  0.1743686460  0.1742722650
 0.5480000000  0.1722693245  0.1722054685
 0.5520000000  0.1702051176  0.1701748629
 0.5560000000  0.1681753113  0.1681789413
 0.5600000000  0.1661792077  0.1662162059
 0.5640000000  0.1642161242  0.1642851868
 0.5680000000  0.1622853938  0.1623844603
 0.5720000000  0.1603863643  0.1605126666
 0.5760000000  0.1585183983  0.1586685270
 0.5800000000  0.1566808724  0.1568508592
 0.5840000000  0.1548731775  0.1550585911
 0.5880000000  0.1530947179  0.1532907731
 0.5920000000  0.1513449114  0.1515465867
 0.5960000000  0.1496231890  0.1498253514
 0.6000000000  0.1479289941  0.1481265280
 0.6040000000  0.1462617828  0.1464497194
 0.6080000000  0.1446210235  0.1447946673
 0.6120000000  0.1430061962  0.1431612465
 0.6160000000  0.1414167926  0.1415494555
 0.6200000000  0.1398523160  0.1399594042
 0.6240000000  0.1383122804  0.1383912990
 0.6280000000  0.1367962109  0.1368454251
 0.6320000000  0.1353036430  0.1353221268
 0.6360000000  0.1338341228  0.1338217861
 0.6400000000  0.1323872061  0.1323448004
 0.6440000000  0.1309624588  0.1308915595
 0.6480000000  0.1295594564  0.1294624222
 0.6520000000  0.1281777836  0.1280576940
 0.6560000000  0.1268170345  0.1266776062
 0.6600000000  0.1254768119  0.1253222961
 0.6640000000  0.1241567275  0.1239917907
 0.6680000000  0.1228564015  0.1226859924
 0.6720000000  0.1215754624  0.1214046691
 0.6760000000  0.1203135467  0.1201474473
 0.6800000000  0.1190702991  0.1189138104
 0.6840000000  0.1178453718  0.1177031006
 0.6880000000  0.1166384246  0.1165145260
 0.6920000000  0.1154491248  0.1153471714
 0.6960000000  0.1142771468  0.1142000140
 0.7000000000  0.1131221719  0.1130719434
 0.7040000000  0.1119838887  0.1119617837
 0.7080000000  0.1108619919  0.1108683205
 0.7120000000  0.1097561832  0.1097903285
 0.7160000000  0.1086661706  0.1087266012
 0.7200000000  0.1075916681  0.1076759817
 0.7240000000  0.1065323961  0.1066373917
 0.7280000000  0.1054880807  0.1056098605
 0.7320000000  0.1044584539  0.1045925504
 0.7360000000  0.1034432535  0.1035847791
 0.7400000000  0.1024422226  0.1025860382
 0.7440000000  0.1014551098  0.1015960052
 0.7480000000  0.1004816689  0.1006145508
 0.7520000000  0.0995216591  0.0996417392
 0.7560000000  0.0985748443  0.0986778210
 0.7600000000  0.0976409936  0.0977232200
 0.7640000000  0.0967198807  0.0967785127
 0.7680000000  0.0958112840  0.0958444010
 0.7720000000  0.0949149865  0.0949216797
 0.7760000000  0.0940307759  0.0940111987
 0.7800000000  0.0931584439  0.0931138215
 0.7840000000  0.0922977866  0.0922303815
 0.7880000000  0.0914486044  0.0913616375
 0.7920000000  0.0906107016  0.0905082308
 0.7960000000  0.0897838866  0.0896706449
 0.8000000000  0.0889679715  0.0888491700
 0.8040000000  0.0881627725  0.0880438750
 0.8080000000  0.0873681091  0.0872545878
 0.8120000000  0.0865838048  0.0864808853
 0.8160000000  0.0858096865  0.0857220957
 0.8200000000  0.0850455844  0.0849773116
 0.8240000000  0.0842913324  0.0842454170
 0.8280000000  0.0835467675  0.0835251252
 0.8320000000  0.0828117299  0.0828150287
 0.8360000000  0.0820860630  0.0821136584
 0.8400000000  0.0813696133  0.0814195508
 0.8440000000  0.0806622305  0.0807313189
 0.8480000000  0.0799637668  0.0800477248
 0.8520000000  0.0792740778  0.0793677497
 0.8560000000  0.0785930214  0.0786906558
 0.8600000000  0.0779204588  0.0780160377
 0.8640000000  0.0772562534  0.0773438573
 0.8680000000  0.0766002716  0.0766744587
 0.8720000000  0.0759523821  0.0760085607
 0.8760000000  0.0753124563  0.0753472229
 0.8800000000  0.0746803680  0.0746917868
 0.8840000000  0.0740559934  0.0740437902
 0.8880000000  0.0734392111  0.0734048594
 0.8920000000  0.0728299020  0.0727765829
 0.8960000000  0.0722279491  0.0721603752
 0.9000000000  0.0716332378  0.0715573374
 0.9040000000  0.0710456556  0.0709681284
 0.9080000000  0.0704650922  0.0703928578
 0.9120000000  0.0698914390  0.0698310145
 0.9160000000  0.0693245899  0.0692814435
 0.9200000000  0.0687644405  0.0687423838
 0.9240000000  0.0682108884  0.0682115742
 0.9280000000  0.0676638331  0.0676864309
 0.9320000000  0.0671231759  0.0671642940
 0.9360000000  0.0665888199  0.0666427278
 0.9400000000  0.0660606701  0.0661198533
 0.9440000000  0.0655386332  0.0655946751
 0.9480000000  0.0650226175  0.0650673551
 0.9520000000  0.0645125330  0.0645393731
 0.9560000000  0.0640082914  0.0640135084
 0.9600000000  0.0635098059  0.0634935789
 0.9640000000  0.0630169914  0.0629838860
 0.9680000000  0.0625297642  0.0624883537
 0.9720000000  0.0620480421  0.0620094109
 0.9760000000  0.0615717444  0.0615467817
 0.9800000000  0.0611007919  0.0610965130
 0.9840000000  0.0606351067  0.0606508253
 0.9880000000  0.0601746123  0.0601997331
 0.9920000000  0.0597192336  0.0597358889
 0.9960000000  0.0592688968  0.0592648030
 1.0000000000  0.0588235294  0.0588235294
